variable,coefficient,std_error,t_value,p_value,ci_lower,ci_upper
crd_daly_rate.L1,-0.006217428762572695,0.07938583292548229,-0.07831912236039466,0.9381517602857,-0.1691037033352826,0.1566688458101372
